operator_address,moniker,commission_rate,max_rate,delegator_shares,tokens,jailed,status
cosmosvaloper146kwpzhmleafmhtaxulfptyhnvwxzlvm87hwnm,🌐 KysenPool Sky ☁️ ,0.079000000000000000,0.200000000000000000,991537515331.000000000000000000,991537515331,False,BOND_STATUS_BONDED
cosmosvaloper14az9dmutwtz4vuycvae8csm4wwwtm0aumtlppe,F4RM,0.200000000000000000,1.000000000000000000,85505385081.494387798928300421,85496834554,True,BOND_STATUS_UNBONDED
cosmosvaloper14l0fp639yudfl46zauvv8rkzjgd4u0zk2aseys,ATEAM,0.099000000000000000,1.000000000000000000,1566349960145.000000000000000000,1566349960145,False,BOND_STATUS_BONDED
cosmosvaloper14lultfckehtszvzw4ehu0apvsr77afvyju5zzy,DokiaCapital,0.150000000000000000,0.150000000000000000,10602196678185.000000000000000000,10602196678185,False,BOND_STATUS_BONDED
cosmosvaloper1k9a0cs97vul8w2vwknlfmpez6prv8klv03lv3d,Stake Capital,0.080000000000000000,0.300000000000000000,360961395431.120148771064403239,360925299326,True,BOND_STATUS_UNBONDING
cosmosvaloper1kgquh04ffqvadekf6e47070gskm0s0h28cl7ht,tokenweb.io,0.100000000000000000,0.200000000000000000,106791367394.541035393607348809,106770010743,False,BOND_STATUS_BONDED
cosmosvaloper1kgddca7qj96z0qcxr2c45z73cfl0c75p7f3s2e,ChainLayer,0.100000000000000000,0.200000000000000000,1549088042243.000000000000000000,1549088042243,False,BOND_STATUS_BONDED
cosmosvaloper1ktecz4dr56j9tsfh7nwg8s9suvhfu70qykhu5s,Dawns.World,0.200000000000000000,0.300000000000000000,6090103.000000000000000000,6090103,False,BOND_STATUS_UNBONDED
cosmosvaloper1kj0h4kn4z5xvedu2nd9c4a9a559wvpuvu0h6qn,Cryptium Labs,0.110000000000000000,1.000000000000000000,613360478880.852361704355372744,613299142896,False,BOND_STATUS_BONDED
cosmosvaloper1kn3wugetjuy4zetlq6wadchfhvu3x740ae6z6x,HuobiPool,0.040000000000000000,0.200000000000000000,1447735740885.000000000000000000,1447735740885,False,BOND_STATUS_BONDED
cosmosvaloper1k447djp2qrfk8pl44vd02qdlld2asjeepjxsep,Neptune Stake (TSXV:DASH),0.100000000000000000,0.200000000000000000,123545401.000000000000000000,123545401,True,BOND_STATUS_UNBONDED
cosmosvaloper1k4mtqv0y964set0ayr8e09r54mpqs4xfw0ysew,“KING.DLINODES.COM”,0.100000000000000000,0.200000000000000000,596982411.241090589856662977,596863025,False,BOND_STATUS_BONDED
cosmosvaloper1khnuwdpnyv6utvqx3plt3x6makh3rc9tv0wvv9,cosmos-sta,0.100000000000000000,0.200000000000000000,1000000.000000000000000000,1000000,False,BOND_STATUS_UNBONDED
cosmosvaloper1kculeejzmnac8lezfpg9ulkj5gfy5tuf9ez29w,ATOMI,0.050000000000000000,1.000000000000000000,3002311.000000000000000000,3002311,True,BOND_STATUS_UNBONDED
cosmosvaloper1hf8a9yg6yswtj8lgchlr76mcenj2nd7a0e6z0z,Bumblebee__🐝,0.130000000000000000,0.200000000000000000,267126.687511427445347075,267101,False,BOND_STATUS_UNBONDED
cosmosvaloper1hvsdf03tl6w5pnfvfv5g8uphjd4wfw2h4gvnl7,Bi23 Labs,0.500000000000000000,0.500000000000000000,100554133764.865439700593009693,100544078689,False,BOND_STATUS_BONDED
cosmosvaloper1hwu4wp5y47d2ntm3std5xeygqnqua3ekcpzp0v,FishKing,0.050000000000000000,0.200000000000000000,4000000.000000000000000000,3999600,True,BOND_STATUS_UNBONDED
cosmosvaloper1hjct6q7npsspsg3dgvzk3sdf89spmlpfdn6m9d,Figment,0.090000000000000000,0.300000000000000000,3096532005621.000000000000000000,3096532005621,False,BOND_STATUS_BONDED
cosmosvaloper1hctafaqveg7dxad8aedf32aq2j877rrec2f5au,Bi23 Labs,0.000000000000000000,1.000000000000000000,1000000.000000000000000000,1000000,False,BOND_STATUS_UNBONDED
cosmosvaloper1cql9ska0xl2rkg6gcv0np4333gn6fygs55asrs,Atom Sandler,0.250000000000000000,1.000000000000000000,190628903.807805006657245628,190609846,True,BOND_STATUS_UNBONDED
cosmosvaloper1cz6q5nys0tgupq2mt99amsltepglxqgwfs6fum,melange,0.010000000000000000,1.000000000000000000,11572748561.000000000000000000,11572748561,True,BOND_STATUS_UNBONDED
cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn,Bison Trails,0.080000000000000000,0.200000000000000000,162402908392.000000000000000000,162402908392,False,BOND_STATUS_BONDED
cosmosvaloper1crf28v52ptkygcw07kr79rw8dme7v2m2sy0p0p,Staker Space,0.080000000000000000,0.200000000000000000,1004344.000000000000000000,1004344,True,BOND_STATUS_UNBONDED
cosmosvaloper1cyvspwjvnedc9s5j759zezufrwf7esfpe48agy,terraformstaging,0.100000000000000000,0.120000000000000000,1000000.000000000000000000,1000000,False,BOND_STATUS_UNBONDED
cosmosvaloper1cgh5ksjwy2sd407lyre4l3uj2fdrqhpkzp06e6,HashQuark,0.100000000000000000,0.200000000000000000,569888870757.000000000000000000,569888870757,False,BOND_STATUS_BONDED
cosmosvaloper1cf9yqlamxgeza4nsn7y08vpkcs7qqjp46k6s3t,ChainPool,0.100000000000000000,0.200000000000000000,1000001.000000000000000000,1000001,True,BOND_STATUS_UNBONDED
cosmosvaloper1c5n3z6ju8e07pqmmxcn4hkqn69d8kmvq5nxnxa,anonym.ninja,0.100000000000000000,0.400000000000000000,2000000.000000000000000000,2000000,False,BOND_STATUS_UNBONDED
cosmosvaloper1cew4f2acglytrdsdewk7kv3v8ycxd89z28jel6,mr.tukutuku validator,0.010000000000000000,0.200000000000000000,1000000.715078753493554231,999801,True,BOND_STATUS_UNBONDED
cosmosvaloper1c6ympsh9xs4jp2fyjv0mpn2v43lafk7td2wyxk,OKmoniker1,0.100000000000000000,0.200000000000000000,5000.000000000000000000,5000,False,BOND_STATUS_UNBONDED
cosmosvaloper1clpqr4nrk4khgkxj78fcwwh6dl3uw4epsluffn,Cosmostation,0.089000000000000000,0.200000000000000000,4317515643314.000000000000000000,4317515643314,False,BOND_STATUS_BONDED
cosmosvaloper1ey69r37gfxvxg62sh4r0ktpuc46pzjrm873ae8,Sikka,0.030000000000000000,1.000000000000000000,7667903354057.471878265529453172,7667903358158,False,BOND_STATUS_BONDED
cosmosvaloper1e859xaue4k2jzqw20cv6l7p3tmc378pc3k8g2u,Citizen Cosmos,0.120000000000000000,0.200000000000000000,431887720444.176543613956821334,431844531684,False,BOND_STATUS_BONDED
cosmosvaloper1et77usu8q2hargvyusl4qzryev8x8t9wwqkxfs,Stargaze,0.100000000000000000,0.250000000000000000,282936281687.000000000000000000,282936281687,False,BOND_STATUS_BONDED
cosmosvaloper1ewtwxeksk59k0an3etj3n93al64l5qws2jw02z,Bitrue,0.000000000000000000,1.000000000000000000,1000000.000000000000000000,1000000,False,BOND_STATUS_UNBONDED
cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,Easy 2 Stake,0.100000000000000000,0.300000000000000000,460697876809.000000000000000000,460697876809,False,BOND_STATUS_BONDED
cosmosvaloper1e0jnq2sun3dzjh8p2xq95kk0expwmd7sj6x59m,Fission Labs,0.100000000000000000,0.200000000000000000,350000.000000000000000000,350000,True,BOND_STATUS_UNBONDED
cosmosvaloper1eh5mwu044gd5ntkkc2xgfg8247mgc56fz4sdg3,BouBouNode,0.061000000000000000,1.000000000000000000,2185395066701.000000000000000000,2185395066701,False,BOND_STATUS_BONDED
cosmosvaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetgucudztfe,KalpaTech,0.150000000000000000,0.200000000000000000,1876185916196.000000000000000000,1876185916196,False,BOND_STATUS_BONDED
cosmosvaloper1ec3p6a75mqwkv33zt543n6cnxqwun37rr5xlqv,lunamint,0.150000000000000000,1.000000000000000000,499460287337.000000000000000000,499460287337,False,BOND_STATUS_BONDED
cosmosvaloper1eez6ks7upkjf8w3eaz0vah7x3d8zkade0mwn3f,FreeValidator,0.000000000000000000,0.200000000000000000,11005501.000000000000000000,11004401,True,BOND_STATUS_UNBONDED
cosmosvaloper1emaa7mwgpnpmc7yptm728ytp9quamsvu837nc0,kochacolaj,0.200000000000000000,1.000000000000000000,184877749297.000000000000000000,184877749297,False,BOND_STATUS_BONDED
cosmosvaloper1eup5t8pp8jq354heck53qtama7vss9l354kh6r,IZ0,0.010000000000000000,0.100000000000000000,27559045798.000000000000000000,27559045798,False,BOND_STATUS_BONDED
cosmosvaloper16qme5yxucnaj6snx35nmwze0wyxr8wfgqxsqfw,KIRA Staking,0.090000000000000000,1.000000000000000000,883302098205.000000000000000000,883302098205,False,BOND_STATUS_BONDED
cosmosvaloper16zgjnqxryhq2kftfuv8urp50x0xwt5dagemhfl,Alphemy Capital,0.200000000000000000,0.200000000000000000,750047899921.274914715508659511,749972895152,False,BOND_STATUS_BONDED
cosmosvaloper16gdxm24ht2mxtpz9cma6tr6a6d47x63h65p52c,ColmenaSvQ🐝,0.100000000000000000,0.500000000000000000,1000000.000000000000000000,1000000,True,BOND_STATUS_UNBONDED
cosmosvaloper16v3f95amtvpewuajjcdsvaekuuy4yyzups85ec,BlockPool,0.020000000000000000,0.030000000000000000,231568614.743723744765694977,231545459,True,BOND_STATUS_UNBONDED
cosmosvaloper16ddmnhsxkjh6xt4n2xk36d56pndvjxcn6gffpm,cosmosgbt,0.100000000000000000,0.500000000000000000,3000000.000000000000000000,2999700,True,BOND_STATUS_UNBONDED
cosmosvaloper16j5uk7zt8kha0w4637h36kuxrmlarrg0qfwlgz,cosmos-hub.com,0.100000000000000000,1.000000000000000000,1091000.000000000000000000,1091000,False,BOND_STATUS_UNBONDED
cosmosvaloper1648ynlpdw7fqa2axt0w2yp3fk542junl7rsvq6,Any Labs,0.020000000000000000,0.500000000000000000,641762311909.007205929256694203,641698135822,False,BOND_STATUS_BONDED
cosmosvaloper16k579jk6yt2cwmqx9dz5xvq9fug2tekvlu9qdv,Cephalopod Equipment,0.081100000000000000,0.420000000000000000,1452355094283.931894773551854705,1452209858845,False,BOND_STATUS_BONDED
